Museum ID,Museum Name,Museum Type,Street Address,City,State,Zip Code,Phone Number
8400200025,ALASKALAND PIONEER AIR MUSEUM,GENERAL MUSEUM,AIRPORT WAY,FAIRBANKS,AK,99707,9074510037
8400200109,ALPINE HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 266,SUTTON,AK,99674,9077457000
8400200152,ALUTIIQ HERITAGE ENDOWMENT,HISTORIC PRESERVATION,4300 B ST STE 407,ANCHORAGE,AK,99503,9075612668
8400200135,ALUTIIQ HERITAGE FOUNDATION,GENERAL MUSEUM,215 MISSION RD STE 101,KODIAK,AK,99615,9074867004
8400200024,AMERICAN TROPHY TAXIDERMY,GENERAL MUSEUM,41653 STERLING HWY,SOLDOTNA,AK,99669,9072627950
8400200137,ANCHORAGE CLAY ARTS GUILD,ART MUSEUM,PO BOX 241151,ANCHORAGE,AK,99524,
8400200132,ANCHORAGE GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 242294,ANCHORAGE,AK,99524,
8400200121,ANCHORAGE HISTORIC PROPERTIES,HISTORIC PRESERVATION,645 WEST 3RD AVENUE,ANCHORAGE,AK,99501,9072743600
8400200125,ANCHORAGE MUSEUM,GENERAL MUSEUM,121 WEST SEVENTH AVENUE,ANCHORAGE,AK,99501,9079299200
8409502704,ARC GALLERY,ART MUSEUM,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,9077861766
8400200028,BARANOV MUSEUM,HISTORIC PRESERVATION,101 MARINE WAY,KODIAK,AK,99615,9074865920
8400200069,BRISTOL BAY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 276,NAKNEK,AK,99633,
8400200168,BUNNELL STREET GALLERY,ART MUSEUM,106 W BUNNELL AVE,HOMER,AK,99603,9072352662
8400200060,CAPE DECISION LIGHTHOUSE SOCIETY,HISTORIC PRESERVATION,224 KATLIAN ST,SITKA,AK,99835,
8400200145,CAPE ST ELIAS LIGHTKEEPERS ASSOCIATION,HISTORIC PRESERVATION,PO BOX 1023,CORDOVA,AK,99574,9074245182
8409502921,CARR-GOTTSTEIN GALLERY,ART MUSEUM,4101 UNIVERSITY DRIVE,ANCHORAGE,AK,99508,8002527528
8400200171,CENTER FOR ALASKAN COASTAL STUDIES,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",708 SMOKEY BAY WAY,HOMER,AK,99603,9072356756
8400200051,CHILDREN'S MUSEUM OF ALASKA,CHILDREN'S MUSEUM,PO BOX 112772,ANCHORAGE,AK,99511,
8400200136,CHILKAT INDIAN VILLAGE,HISTORIC PRESERVATION,PO BOX 1004,HAINES,AK,99827,9077675505
8400200070,CHILKAT VALLEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,BOX 623,HAINES,AK,99827,9077662366
8400200134,CHUGIAK-EAGLE RIVER HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 670573,CHUGIAK,AK,99567,9076884706
8400200099,CIRCLE DISTRICT HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 30189,CENTRAL,AK,99730,9075201893
8400200067,CLAUDIA KELSEY DOLL MUSEUM,GENERAL MUSEUM,114 S FRANKLIN ST STE 103,JUNEAU,AK,99801,9075864969
8400200105,CLAUSEN MEMORIAL MUSEUM,HISTORY MUSEUM,PO BOX 708,PETERSBURG,AK,99833,9077723598
8400200023,COLONY HOUSE MUSEUM,GENERAL MUSEUM,316 E ELMWOOD AVE,PALMER,AK,99645,9077451935
8400200097,COPPER VALLEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 84,COPPER CENTER,AK,99573,9078225285
8400200163,CORDOVA HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 391,CORDOVA,AK,99574,9074246665
8400200177,DENALI NATIONAL PARK AND PRESERVE,HISTORIC PRESERVATION,PO BOX 9,DENALI PARK,AK,99755,9076839536
8400200127,DOG MUSHING MUSEUM,GENERAL MUSEUM,PO BOX 80136,FAIRBANKS,AK,99708,9074573669
8400200020,DOROTHY G PAGE MUSEUM,GENERAL MUSEUM,323 N MAIN ST,WASILLA,AK,99654,9073739071
8409400016,81ST ARMY RESERVE COMMAND HISTORICAL HOLDING,GENERAL MUSEUM,255 WEST OXMOOR ROAD,BIRMINGHAM,AL,35209,
8400100191,9TH AND 10TH (HORSE) CAVALRY ASSOCIATION,HISTORIC PRESERVATION,PO BOX 428,EUTAW,AL,35462,
8409501247,A.M. BROWN HOUSE,HISTORIC PRESERVATION,319 4TH TERRACE,BIRMINGHAM,AL,35205,
8400100163,AFRICAN AMERICAN HERITAGE TRAIL,GENERAL MUSEUM,PO BOX 1827,MOBILE,AL,36633,2515332174
8409501195,AIR FORCE ENLISTED HERITAGE RESEARCH INSTITUTE/HERITAGE HALL,HISTORY MUSEUM,550 MCDONALD STREET,MONTGOMERY,AL,36114,
8400100409,AIRCRAFT ENGINE HISTORICAL SOCIETY,HISTORIC PRESERVATION,4608 CHARLES DR NW,HUNTSVILLE,AL,35816,2566831458
8409500238,ALABAMA AGRICULTURAL MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,430 LANDMARK DR,DOTHAN,AL,36303,3346711078
8409501196,ALABAMA ARCHAEOLOGICAL SOCIETY,HISTORY MUSEUM,719 TREMONT ST,SELMA,AL,36701,
8400100433,ALABAMA BENCH AND BAR HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 722,MONTGOMERY,AL,36104,
8409501296,ALABAMA CATTLEMAN'S ASSOCIATION MUSEUMï¿½,GENERAL MUSEUM,201 S BAINBRIDGE STREET,MONTGOMERY,AL,36102,3342651867
8400100155,ALABAMA CENTER FOR AMERICAN HISTORY,HISTORY MUSEUM,928 HARGIS DR,CHELSEA,AL,35043,
8409501297,ALABAMA CENTER FOR TRADITIONAL CULTURE,GENERAL MUSEUM,201 MONROE STREET,MONTGOMERY,AL,36130,3342424076
8400100238,ALABAMA CENTER OF MILITARY HISTORY,HISTORIC PRESERVATION,2060A AIRPORT RD SW,HUNTSVILLE,AL,35801,
8400100153,ALABAMA CITY HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,PO BOX 4205,GADSDEN,AL,35904,
8400100380,ALABAMA COMPANY JAMESTOWNE SOCIETY,HISTORIC PRESERVATION,3036 WESTMORELAND DRIVE,MOUNTAIN BROOK,AL,35223,
8400100083,ALABAMA CONSTITUTION VILLAGE,HISTORIC PRESERVATION,109 GATES AVE SE,HUNTSVILLE,AL,35801,2565648100
8400100381,ALABAMA CONSTITUTION VILLAGE FOUNDATION,GENERAL MUSEUM,404 MADISON ST SE,HUNTSVILLE,AL,35801,2565648100
8400100428,ALABAMA DEPARTMENT OF ARCHIVES AND HISTORY,HISTORIC PRESERVATION,PO BOX 300100,MONTGOMERY,AL,36130,3343531936
8409501299,ALABAMA FAN CLUB AND MUSEUM,GENERAL MUSEUM,101 GLENN BOULEVARD SW,FORT PAYNE,AL,35967,
8400100086,ALABAMA FOLK ART MUSEUM,ART MUSEUM,1731 1ST AVE N,BIRMINGHAM,AL,35203,2053214929
8400100144,ALABAMA GOSPEL MUSIC CULTURAL ARTS CENTER,HISTORIC PRESERVATION,730 8TH AVE W,BIRMINGHAM,AL,35204,2054472208
8400100395,ALABAMA GOVERNORS MANSION,HISTORIC PRESERVATION,1001 SOUTH HULL STREET,MONTGOMERY,AL,36104,
8400100253,ALABAMA HISTORIC IRONWORKS COMMISSION,HISTORIC PRESERVATION,12632 CONFEDERATE PKWY,MC CALLA,AL,35111,
8400100231,ALABAMA HISTORICAL RADIO SOCIETY,HISTORIC PRESERVATION,PO BOX 131418,BIRMINGHAM,AL,35213,2059677000
8409501300,ALABAMA HUMANITIES FOUNDATION,GENERAL MUSEUM,1100 IRELAND WAY SUITE #202,BIRMINGHAM,AL,35205,2055583980
8409501301,ALABAMA INDIAN AFFAIRS COMMISSION,GENERAL MUSEUM,771 SOUTH LAWRENCE STREET  SUITE 106ï¿½ï¿½ï¿½ï¿½ï¿½,MONTGOMERY,AL,36130,3342422831
8400100298,ALABAMA JAZZ HALL OF FAME,GENERAL MUSEUM,1631 4TH AVE N,BIRMINGHAM,AL,35203,
8409501302,ALABAMA JUDICIAL DEPARTMENT MUSEUM,GENERAL MUSEUM,300 DEXTER AVENUE,MONTGOMERY,AL,36130,3342424347
8400100208,ALABAMA LABOR ARCHIVES AND HISTORY,HISTORY MUSEUM,435 S MCDONOUGH ST,MONTGOMERY,AL,36104,3348345136
8400100192,ALABAMA LIGHTHOUSE ASSOCIATION,HISTORIC PRESERVATION,PO BOX 250,MOBILE,AL,36601,
8400100371,ALABAMA MENS HALL OF FAME,GENERAL MUSEUM,1125 E COLLINWOOD CIR,OPELIKA,AL,36801,2057262362
8400100286,ALABAMA MINING MUSEUM,HISTORY MUSEUM,120 EAST ST,DORA,AL,35062,2056482442
8409501098,ALABAMA MUSEUM OF NATURAL HISTORY,NATURAL HISTORY MUSEUM,427 6TH AVENUE NORTHEAST,TUSCALOOSA,AL,35487,2053487550
8409500239,ALABAMA MUSEUM OF THE HEALTH SCIENCES,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,1720 2ND AVENUE SOUTH,BIRMINGHAM,AL,35294,2059344475
8409501303,ALABAMA MUSIC HALL OF FAME,GENERAL MUSEUM,617 HIGHWAY 72 WEST,TUSCUMBIA,AL,35674,2563814417
8400100222,ALABAMA NATIONAL GUARD HISTORICAL SOCIETY,HISTORIC PRESERVATION,6900 43RD AVENUE NORTH NO 200,BIRMINGHAM,AL,35206,2058330135
8400100113,ALABAMA NEGRO LEAGUE BASEBALL MUSEUM FOUNDATION,GENERAL MUSEUM,PO BOX 12524,BIRMINGHAM,AL,35202,
8400100172,ALABAMA RIVER REGION ARTS CENTER,ART MUSEUM,300 W TALLASSEE ST,WETUMPKA,AL,36092,3345789485
8409501304,ALABAMA RURAL HERITAGE CENTER,GENERAL MUSEUM,133 SIXTH AVENUE,THOMASTON,AL,36783,3346273388
8400100120,ALABAMA SPORTS HALL OF FAME,GENERAL MUSEUM,2150 ARRINGTON BLVD N,BIRMINGHAM,AL,35203,2053236665
8400100393,ALABAMA TRAIL OF TEARS CORRIDOR ASSOCIATION,HISTORIC PRESERVATION,PO BOX 11145,HUNTSVILLE,AL,35814,6787433868
8400100308,ALABAMA TRUST FOR HISTORIC PRESERVATION,HISTORIC PRESERVATION,STATION 45,LIVINGSTON,AL,35470,2056523497
8400100182,ALABAMA VETERANS MUSEUM & ARCHIVES,HISTORY MUSEUM,PO BOX 549,ATHENS,AL,35612,2567717578
8400100279,ALABAMA WILDLIFE CENTER,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",100 TERRACE DR,PELHAM,AL,35124,2056637930
8409501305,ALABAMA WOMEN'S HALL OF FAME,GENERAL MUSEUM,302 BIBB STREET,MARION,AL,36756,3346835156
8400100125,ALABAMA ZOOLOGICAL SOCIETY,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",2630 CAHABA ROAD,BIRMINGHAM,AL,35223,2058790458
8409501307,ALBERTVILLE MUSEUM,GENERAL MUSEUM,610 WEST MAIN STREET,ALBERTVILLE,AL,35950,2568780605
8409501309,ALDRICH COAL MINE MUSEUM,GENERAL MUSEUM,137 HIGHWAY 203,MONTEVALLO,AL,35115,2056652886
8400100388,ALDRIDGE GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",3530 LORNA RD,HOOVER,AL,35216,2056828019
8409501248,ALFRED HATCH PLACE AT ARCOLA,HISTORIC PRESERVATION,ROUTE 1 COUNTY ROAD 2,ARCOLA,AL,36742,
8409400009,21C MUSEUM HOTEL - BENTONVILLE,GENERAL MUSEUM,200 NE A STREET,BENTONVILLE,AR,72712,
8400500304,99TH BOMBARDMENT GROUP HISTORICAL SOCIETY,HISTORIC PRESERVATION,20 FLATHEAD DRIVE,CHEROKEE VILLAGE,AR,72529,
8400500106,AFRICAN AMERICAN HERITAGE ASSOCIATION,HISTORIC PRESERVATION,2240 N EAST OAKS DR,FAYETTEVILLE,AR,72703,
8400500237,ALTUS HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 197,ALTUS,AR,72821,5804771950
8409500247,AMAZEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,209 NE 2ND STREET,BENTONVILLE,AR,72712,
8400500053,AMERICAN MUSIC MUSEUM,GENERAL MUSEUM,105 CHERRY ST,HELENA,AR,72342,
8400500128,ARKANSAS AIR MUSEUM,HISTORY MUSEUM,4290 S SCHOOL AVE,FAYETTEVILLE,AR,72701,4795214947
8400500083,ARKANSAS ARTS CENTER,ART MUSEUM,501 E 9TH ST,LITTLE ROCK,AR,72202,5013724000
8400500177,ARKANSAS AVIATION HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 99,MAYFLOWER,AR,72106,5013205700
8400500233,ARKANSAS COUNTRY DOCTOR MUSEUM,HISTORY MUSEUM,PO BOX 1004,LINCOLN,AR,72744,4798244307
8400500145,ARKANSAS FALLEN FIREFIGHTERS MEMORIAL,HISTORIC PRESERVATION,8619 CHICOT RD,LITTLE ROCK,AR,72209,5017862466
8400500110,ARKANSAS FORESTRY MUSEUM AND EDUCATIONAL CENTER,GENERAL MUSEUM,135 GATESWAY DR,MONTICELLO,AR,71655,5016826584
8400500205,ARKANSAS GOVERNORS MANSION,HISTORIC PRESERVATION,425 W CAPITOL AVE STE 3300,LITTLE ROCK,AR,72201,5013249805
8400500235,ARKANSAS HISTORIC WINE MUSEUM,HISTORIC PRESERVATION,101 N CARBON CITY RD,PARIS,AR,72855,4799633990
8400500085,ARKANSAS HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,416 OLD MAINUNIV OF ARKANSAS,FAYETTEVILLE,AR,72701,4795755884
8400500114,ARKANSAS INLAND MARITIME MUSEUM ASSOCIATION,GENERAL MUSEUM,300 MAIN ST,N LITTLE ROCK,AR,72114,5013718320
8400500044,ARKANSAS MUSEUM AND CULTURAL COMMISSION,GENERAL MUSEUM,500 MID AMERICA BLVD,HOT SPRINGS NATIONAL PARK,AR,71913,5017673461
8400500227,ARKANSAS MUSEUM OF AVIATION,GENERAL MUSEUM,1208 NORTH POINT,NORTH LITTLE ROCK,AR,72118,
8400500178,ARKANSAS MUSEUM OF NATURAL RESOURCES,GENERAL MUSEUM,PO BOX 556,SMACKOVER,AR,71762,8707252877
8400500216,ARKANSAS NATIONAL GUARD MUSEUM,GENERAL MUSEUM,CAMP ROBINSON,NORTH LITTLE ROCK,AR,72199,5012125215
8400500047,ARKANSAS NATURAL RESOURCES MUSEUM,GENERAL MUSEUM,3853 SMACKOVER HIGHWAY,SMACKOVER,AR,71762,8707252877
8400500062,ARKANSAS NAUTICAL MUSEUM,GENERAL MUSEUM,PO BOX 1214,ROGERS,AR,72757,5013718320
8400500048,ARKANSAS POST MUSEUM,GENERAL MUSEUM,5530 HIGHWAY 165 S,GILLETT,AR,72055,8705482634
8400500319,ARKANSAS POST NATIONAL MEMORIAL,HISTORIC PRESERVATION,1741 OLD POST ROAD,GILLETT,AR,72055,8705482207
8400500079,ARKANSAS SPORTS HALL OF FAME,GENERAL MUSEUM,3 VERIZON ARENA WAY,N LITTLE ROCK,AR,72114,5016634328
8409501323,ARKANSAS STATE PARKS,GENERAL MUSEUM,ONE CAPITOL MALL,LITTLE ROCK,AR,72201,5016822187
8409501324,ARKANSAS STATE UNIVERSITY MUSEUM,GENERAL MUSEUM,320 UNIVERSITY LOOP CIRCLE,JONESBORO,AR,72401,8709722074
8400500273,ARKANSAS SUPREME COURT HISTORICAL SOCIETY,HISTORIC PRESERVATION,JUSTICE BLDG 625 MARSHALL STREET,LITTLE ROCK,AR,72201,5016826879
8409501325,ARKANSAS TECH UNIVERSITY MUSEUM,GENERAL MUSEUM,1605 NORTH COLISEUM DRIVE,RUSSELLVILLE,AR,72801,4799680237
8400500045,ARKANSAS TERRITORIAL RESTORATION,HISTORIC PRESERVATION,200 EAST THIRD STREET,LITTLE ROCK,AR,72201,
8400500287,ART CENTER OF GRAND PRAIRIE,ART MUSEUM,PO BOX 65,STUTTGART,AR,72160,8706731781
8409502735,ART GALLERY,ART MUSEUM,2000 WEST UNIVERSITY STREET,SILOAM SPRINGS,AR,72761,4792388561
8409502755,ART GALLERY,ART MUSEUM,100 EAST UNIVERSITY STREET,MAGNOLIA,AR,71753,8702354000
8400500210,ARTS AND SCIENCE CENTER FOR SOUTHEAST ARKANSAS,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,701 S MAIN STREET,PINE BLUFF,AR,71601,8705363375
8400500154,ARTS CENTER OF THE OZARKS,ART MUSEUM,PO BOX 725,SPRINGDALE,AR,72765,4797515441
8409502799,ARTS OF UAMS GALLERY,ART MUSEUM,4301 W MARKHAM ST,LITTLE ROCK,AR,72205,5012961100
8400500172,ASHLEY COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 27,HAMBURG,AR,71646,8708532244
8400500246,AVIATION CADET MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,542 COUNTY ROAD 2073,EUREKA SPGS,AR,72632,4792535008
8400500049,BAND MUSEUM,GENERAL MUSEUM,423 S MAIN ST,PINE BLUFF,AR,71601,4237624678
8400500266,BASS FISHING HALL OF FAME,GENERAL MUSEUM,PO BOX 2654,HOT SPRINGS,AR,71914,8886902277
8400500143,BASS REEVES LEGACY INITIATIVE,HISTORIC PRESERVATION,4300 ROGERS AVE SUITE 20 208,FORT SMITH,AR,72903,4797884211
8400500125,BATES SCHOOLHOUSE COMMUNITY CENTER,HISTORY MUSEUM,1516 LOOKOUT LANE,WALDRON,AR,72958,
8409502826,BAUM GALLERY,ART MUSEUM,201 DONAGHEY AVE,CONWAY,AR,72035,5014505793
8400500042,BAUXITE HISTORICAL ASSN MUSEUM,HISTORIC PRESERVATION,6707 BENTON RD,BAUXITE,AR,72011,5015579858
8400500174,BAXTER COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 2125,MOUNTAIN HOME,AR,72654,8704252551
8400500175,BELLA VISTA HISTORICAL SOCIETY,HISTORIC PRESERVATION,1885 BELLA VISTA WAY,BELLA VISTA,AR,72714,
8400500240,BENTON ATHLETIC MEMORIAL MUSEUM,GENERAL MUSEUM,1106 MILITARY RD,BENTON,AR,72015,5017780495
8400500180,BENTON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 1034,BENTONVILLE,AR,72712,4792733561
8400500060,BENTONVILLE HISTORICAL MUSEUM,HISTORIC PRESERVATION,1307 NW K STREET,BENTONVILLE,AR,72712,
8409502855,BLACK BOX: STUDENT GALLERY,ART MUSEUM,201 DONAGHEY AVE,CONWAY,AR,72035,5014503113
8400400103,ADOBE MOUNTAIN RAILROAD MUSEUM AND DESERT RAILROAD,GENERAL MUSEUM,23280 N 43RD AVE,GLENDALE,AZ,85310,6236701904
8400400262,AFRICAN AMERICAN MULTICULTURAL MUSEUM,HISTORY MUSEUM,11259 E VIA LINDA SUITE 100-159,SCOTTSDALE,AZ,85259,4803144400
8400400381,AGUA CALIENTE,HISTORIC PRESERVATION,PO BOX 32005,TUCSON,AZ,85751,5207493718
8400400219,AJO HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 778,AJO,AZ,85321,5203877105
8400400358,ALWUN HOUSE FOUNDATION,ART MUSEUM,1204 E ROOSEVELT ST,PHOENIX,AZ,85006,6022537887
8400400214,AMERICAN AVIATION HISTORICAL SOCIETY PHOENIX WING,HISTORIC PRESERVATION,1858 W NAVARRO AVE,MESA,AZ,85202,
8400400091,AMERICAN HEROES MUSEUM,GENERAL MUSEUM,5902 S HIGHWAY 95,FORT MOHAVE,AZ,86426,9287635900
8400400152,AMERICAN HEROES MUSEUM AT DESERT LAWN CEMETERY,GENERAL MUSEUM,9250 S RANCHERO LN,MOHAVE VALLEY,AZ,86440,9287685959
8409501313,AMERICAN MUSEUM OF NURSING,GENERAL MUSEUM,UNIVERSITY DRIVE AND MILL AVENUE,TEMPE,AZ,85287,
8400400423,AMERICAN MUSEUM OF NURSING,GENERAL MUSEUM,7025 N 58TH AVE,GLENDALE,AZ,85301,6028424631
8400400271,AMERIND FOUNDATION,GENERAL MUSEUM,PO BOX 400,DRAGOON,AZ,85609,5205863666
8400400110,ANZA SOCIETY,HISTORIC PRESERVATION,12112 N RANCHO VISTOSO BLVD SUITE,ORO VALLEY,AZ,85755,
8400400369,ANZA TRAIL COALITION ARIZONA,GENERAL MUSEUM,PO BOX 4711,TUBAC,AZ,85646,5202818426
8400400333,APACHE COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PO BOX 146,ST JOHNS,AZ,85936,9283374737
8400400092,APACHE CULTURE CENTER MUSEUM,GENERAL MUSEUM,127 SCOUT ST,FORT APACHE,AZ,85926,
8400400087,APACHELAND MOVIE RANCH MUSEUM,GENERAL MUSEUM,4087 E APACHE TRL,APACHE JUNCTION,AZ,85119,4809834888
8409501938,ARBORETUM AT ARIZONA STATE UNIVERSITY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",1151 S FOREST AVE,TEMPE,AZ,85287,4809659011
8409502524,ARBORETUM AT FLAGSTAFF,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",4001 SOUTH WOODY MOUNTAIN ROAD,FLAGSTAFF,AZ,86001,
8400400444,ARIZONA AEROSPACE FOUNDATION,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,6000 E VALENCIA RD,TUCSON,AZ,85756,5205740462
8400400093,ARIZONA AFRICAN ART MUSEUM,ART MUSEUM,400 N 5TH ST,PHOENIX,AZ,85004,6023070893
8400400148,ARIZONA ANTIQUE ENGINE & TRACTOR MUSEUM,GENERAL MUSEUM,1625 E TWIN ACRES DR,CHANDLER,AZ,85286,
8400400446,ARIZONA ARCHAEOLOGICAL AND HISTORICAL SOCIETY,HISTORIC PRESERVATION,ARIZONA STATE MUSEUM UNIV OF AZ,TUCSON,AZ,85721,5206216438
8400400207,ARIZONA COUNCIL FOR HISTORY EDUCATION,HISTORIC PRESERVATION,PO BOX 742,TEMPE,AZ,85280,
8400400127,ARIZONA COWBOY HALL OF FAME AND MUSEUM,GENERAL MUSEUM,PO BOX 2157,PINE,AZ,85544,5203844583
8400400194,ARIZONA COWBOY SYMPOSIUM ASSOCIATION,HISTORIC PRESERVATION,3505 N CAMINO DE VISTA,TUCSON,AZ,85745,
8400400116,ARIZONA DEPARTMENT OF MINES & MINERAL RESOURCES,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,1502 W WASHINGTON ST,PHOENIX,AZ,85007,6239352007
8400400413,ARIZONA DIAMONDBACKS FOUNDATION,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,401 E JEFFERSON ST,PHOENIX,AZ,85004,6024623430
8400400336,ARIZONA DOLL AND TOY MUSEUM,GENERAL MUSEUM,602 E ADAMS ST,PHOENIX,AZ,85004,6022539337
8400400088,ARIZONA FOLKLORE PRESERVE,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",44 E RAMSEY CANYON RD,HEREFORD,AZ,85615,5203786165
8400400366,ARIZONA GENEALOGICAL ADVISORY BOARD,HISTORIC PRESERVATION,PO BOX 5641,MESA,AZ,85211,
8400400084,ARIZONA HISTORICAL SOCIETY,HISTORIC PRESERVATION,2340 N FT VALLEY ROAD,FLAGSTAFF,AZ,86001,9287746272
8400400408,ARIZONA HISTORICAL SOCIETY,HISTORIC PRESERVATION,949 E 2ND ST,TUCSON,AZ,85719,
8400400086,ARIZONA HISTORICAL SOCIETY MUSEUM AT PAPAGO PARK,HISTORIC PRESERVATION,1300 N COLLEGE AVENUE,TEMPE,AZ,85281,
8400400097,ARIZONA HISTORICAL SOCIETY RIO COLORADO DIVISION,HISTORIC PRESERVATION,240 S MADISON,YUMA,AZ,85364,9287821841
8400400095,ARIZONA HISTORICAL SOCIETY SOUTHERN DIVISION,HISTORIC PRESERVATION,949 E 2ND STREET,TUCSON,AZ,85719,4809290292
8400400306,ARIZONA JEWISH HISTORICAL SOCIETY,HISTORIC PRESERVATION,4710 N 16TH ST STE 201,PHOENIX,AZ,85016,6022417870
8400400100,ARIZONA MILITARY HERITAGE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,2245 CLEARWATER DR,BULLHEAD CITY,AZ,86442,9287581088
8400400085,ARIZONA MILITARY MUSEUM,GENERAL MUSEUM,5636 E MCDOWELL RD,PHOENIX,AZ,85008,6022672676
